base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg00753252,1634.0073,cg07006155,1527.9717,0.7148338
cg07460778,1621.7894,cg03718013,1479.3519,0.70869404
cg09062638,1616.593,cg05354926,1452.1373,0.70696133
cg18160691,1613.1414,cg06575572,1493.296,0.715688
cg18160691,1613.1414,cg00918924,1576.9286,0.70877826
cg18160691,1613.1414,cg10168457,1375.1697,0.7070992
cg03440066,1612.126,cg15134120,1379.8593,0.70071775
cg06682875,1611.1393,cg20518362,1508.3928,0.7128558
cg23847637,1610.8923,cg13776620,1536.6542,0.7450386
cg08933688,1606.4471,cg18749753,1510.8552,0.7304466
cg07055512,1605.8186,cg01908398,1481.9962,0.7920088
cg01844201,1598.6302,cg08952306,1484.8202,0.7158638
cg27110963,1590.8652,cg08877283,1463.96,0.7430772
cg18292434,1580.5164,cg16559243,1460.667,0.76430863
cg18292434,1580.5164,cg25565102,1510.9736,0.73881435
cg23852422,1571.9197,cg10189696,1415.9136,0.7046926
cg21673508,1559.8634,cg06508190,1517.6448,0.70742786
cg16734744,1558.6161,cg26837800,1486.8005,0.7062623
cg02396676,1557.7463,cg16203381,1474.2032,0.70638996
cg08324610,1555.4326,cg26559162,1523.414,0.7369276
cg08324610,1555.4326,cg08187814,1526.9257,0.71044725
cg08470320,1548.6536,cg00133857,1353.7653,0.70568
cg19196374,1542.3566,cg17907457,1410.3865,0.7027513
cg19196374,1542.3566,cg10526325,1500.4808,0.76814955
cg19196374,1542.3566,cg22606325,1498.3092,0.7017494
cg11420269,1526.2461,cg03356537,1394.3506,0.70584005
cg09225051,1522.7797,cg18633141,1289.7029,0.7581443
cg26430041,1509.5854,cg02640331,1232.5605,0.7668055
cg26430041,1509.5854,cg19077494,1452.137,0.77517575
cg26430041,1509.5854,cg08384155,1238.265,0.74608016
cg24747537,1504.8011,cg12548264,1411.8684,0.7205075
cg12043722,1502.4086,cg10833037,1417.5405,0.7066676
cg18880384,1492.5612,cg09918077,1449.1469,0.72074366
cg03152468,1489.4663,cg20171402,1305.5852,0.70690006
cg26285102,1485.1554,cg03169836,1385.5693,0.73324007
cg15872712,1482.4946,cg16579908,1425.6825,0.7137041
cg18973628,1474.5497,cg04065352,1276.0548,0.70642006
cg18973628,1474.5497,cg20230762,1358.7631,0.72038996
cg18973628,1474.5497,cg19889982,1326.5651,0.7093383
cg18973628,1474.5497,cg00079023,1374.8494,0.7444571
cg18973628,1474.5497,cg09719231,1366.0562,0.731621
cg23465508,1456.3708,cg20248394,1309.5162,0.7254144
cg04533078,1433.9769,cg08317252,1380.1869,0.70253617
cg06807806,1433.4371,cg15677989,1339.9095,0.7018046
cg24363732,1432.2511,cg14899504,1334.8232,0.72360444
cg24363732,1432.2511,cg27491190,1279.1278,0.7124845
cg06588782,1430.177,cg08291902,1352.2281,0.71650183
cg16357582,1424.2196,cg07463866,1232.5144,0.7015491
cg17378359,1401.8693,cg23293230,1274.8489,0.71942633
cg24420395,1272.9181,cg02073427,1008.4571,0.70917964
cg24420395,1272.9181,cg26512142,1104.3245,0.7892572
cg10489986,1167.1948,cg18702947,1144.5562,-0.78768283
cg11399508,1148.258,cg01388889,1107.507,-0.73688483
cg22337438,1146.2142,cg08480068,1045.8186,0.73139447
cg16878920,986.1494,cg03095778,895.339,0.89146745
cg10376838,938.01746,cg20059480,864.47766,0.8147466
cg04513777,903.0818,cg23437973,665.4624,0.7512825
cg17177882,889.7811,cg17566002,710.6244,0.7137672
cg22590804,806.3959,cg12264489,698.86237,0.7860677
cg18831451,795.4711,cg17689395,680.1161,0.7974347
cg24179288,789.6689,cg18771165,724.51074,0.8851221
cg06447952,786.9367,cg04067772,614.5908,0.82025844
