base_probe,base_probe_sum_corr,removed_probe,removed_probe_sum_corr,correlation
cg19938167,531.2391,cg20684865,427.49237,0.8001452
cg19938167,531.2391,cg00433410,445.82397,0.867188
cg19938167,531.2391,cg11379205,426.79456,0.81735766
cg19938167,531.2391,cg24511404,373.91135,0.71482116
cg19938167,531.2391,cg05259305,395.63107,0.72955066
cg19938167,531.2391,cg17480077,407.01434,0.7309454
cg19938167,531.2391,cg09865715,409.9231,0.74207944
cg19938167,531.2391,cg18327319,458.94006,0.92964077
cg19938167,531.2391,cg00514915,366.19067,-0.7214779
cg19938167,531.2391,cg01787798,403.42966,-0.7264252
cg19938167,531.2391,cg25897426,435.85257,0.8629789
cg19938167,531.2391,cg12073541,420.0318,0.816174
cg19938167,531.2391,cg10420275,435.96378,-0.7772394
cg19938167,531.2391,cg04315069,443.2568,0.8996585
cg19938167,531.2391,cg07516890,422.27515,-0.71133894
cg19938167,531.2391,cg13376637,382.92694,0.732625
cg19938167,531.2391,cg24190979,378.81888,0.7097501
cg19938167,531.2391,cg26192309,407.9713,-0.80628276
cg19938167,531.2391,cg13092082,424.34024,0.8737191
cg19938167,531.2391,cg03706769,361.68317,0.742092
cg19938167,531.2391,cg00628451,373.9329,0.72147715
cg19938167,531.2391,cg08198324,414.57993,0.8272088
cg19938167,531.2391,cg08746671,421.4562,0.8979196
cg19938167,531.2391,cg02103991,409.09702,0.74116707
cg19938167,531.2391,cg05653622,376.25345,0.7298745
cg19938167,531.2391,cg19957212,410.79266,0.8406914
cg19938167,531.2391,cg10589408,432.01355,0.9100804
cg19938167,531.2391,cg16768268,407.87314,0.87659544
cg19938167,531.2391,cg03335128,428.19553,0.9102226
cg19938167,531.2391,cg05748047,333.54593,0.7160091
cg19938167,531.2391,cg00049156,370.0502,0.76980036
cg19938167,531.2391,cg23592583,379.62845,0.8050347
cg19938167,531.2391,cg23038529,410.21762,0.89842534
cg19938167,531.2391,cg04940060,415.50323,0.8972638
cg19938167,531.2391,cg00625303,411.93787,0.88003457
cg19938167,531.2391,cg12467090,401.63483,0.84742683
cg19938167,531.2391,cg21313395,395.02472,0.8631252
cg19938167,531.2391,cg14885273,387.8525,0.8810647
cg19938167,531.2391,cg05608389,398.79428,0.900359
cg19938167,531.2391,cg19708201,357.13123,0.8092003
cg19938167,531.2391,cg18282005,392.18204,0.88433444
cg19938167,531.2391,cg15728320,370.00803,0.75151294
cg19938167,531.2391,cg07315623,399.97556,0.8683086
cg19938167,531.2391,cg11665263,386.60236,0.8725108
cg19938167,531.2391,cg22756138,329.8476,0.7126799
cg19938167,531.2391,cg15979145,382.06403,0.8614208
cg19938167,531.2391,cg27518240,375.75357,0.73505485
cg19938167,531.2391,cg13396019,384.27805,0.81242055
cg19938167,531.2391,cg22371961,391.3512,0.9335547
cg13500499,485.40454,cg14169886,391.143,0.7344468
cg13500499,485.40454,cg26245202,358.1464,0.7151244
cg13500499,485.40454,cg14955813,337.85587,0.7042369
cg13500499,485.40454,cg15549910,374.74857,0.7590623
cg13500499,485.40454,cg08753999,407.92856,0.78856623
cg13500499,485.40454,cg08065240,374.6282,0.8363637
cg13500499,485.40454,cg10402018,377.8728,0.7895822
cg13500499,485.40454,cg18664548,326.7298,0.7134322
cg13500499,485.40454,cg24304309,332.24808,0.7442557
cg13500499,485.40454,cg22347679,394.95544,0.7805695
cg13500499,485.40454,cg20966270,322.34546,0.72513235
cg13500499,485.40454,cg10685614,353.9478,0.7771522
cg13500499,485.40454,cg20892496,370.09998,0.7968013
cg13500499,485.40454,cg22965541,326.32938,0.70438486
cg13500499,485.40454,cg09143697,373.23376,0.7911279
cg13500499,485.40454,cg11059171,331.4153,0.7030626
cg13500499,485.40454,cg25122390,325.0115,0.7226494
cg13500499,485.40454,cg26243936,326.20587,0.72979504
cg13500499,485.40454,cg02760280,339.46515,0.8000674
cg13500499,485.40454,cg20298199,328.25677,0.7463976
cg20652681,462.6996,cg06689329,331.91187,0.7097262
cg20652681,462.6996,cg22638236,316.7245,0.73866755
cg20652681,462.6996,cg09979763,307.3638,0.70962226
cg20652681,462.6996,cg17220055,300.88763,0.7183862
cg20652681,462.6996,cg12436196,339.57272,0.76217806
cg11758127,449.62622,cg05183753,289.66684,0.7094192
cg11758127,449.62622,cg14172846,285.74686,0.7003598
cg11758127,449.62622,cg13182731,311.09778,0.7139796
cg08229087,446.05652,cg02154110,291.11096,0.7070117
cg08229087,446.05652,cg03950225,302.57947,0.7213394
cg08229087,446.05652,cg18766475,322.486,0.70319134
cg10059756,418.36786,cg22627981,286.65643,0.7071415
cg12763038,411.63293,cg01860753,340.1816,-0.71937793
cg12763038,411.63293,cg07107427,373.4546,0.7530217
cg09209794,405.5486,cg20148334,289.136,0.70445997
cg23601736,390.203,cg19166242,352.3767,0.7304868
cg23601736,390.203,cg25345659,332.19308,0.7337158
cg23601736,390.203,cg05685619,315.85873,-0.70143193
cg23601736,390.203,cg25869267,348.7765,0.74311465
cg08068800,390.09146,cg07938505,271.29468,0.7066043
cg10224098,384.44153,cg27107531,304.28043,0.73064065
cg05775451,374.34515,cg06813597,310.81766,-0.73431337
cg05775451,374.34515,cg09247534,302.84912,0.72497314
cg05775451,374.34515,cg18885365,297.09305,0.73310137
cg05775451,374.34515,cg19159602,319.18832,0.73286504
cg05775451,374.34515,cg04081153,322.7582,0.8302075
cg05775451,374.34515,cg17848679,299.70163,-0.7429398
cg05775451,374.34515,cg26396086,324.0884,0.78576344
cg05775451,374.34515,cg07875832,298.90848,-0.71508545
cg05775451,374.34515,cg07972385,286.9396,-0.70559037
cg10100287,364.005,cg01761197,242.1945,0.70358056
cg16050326,332.54477,cg12077698,224.19434,0.8070936
cg16050326,332.54477,cg15009682,243.76532,0.7424575
cg16050326,332.54477,cg08157418,220.77704,0.7014775
cg26058971,236.17442,cg23038349,193.66014,0.7168599
cg10953003,203.56827,cg19367136,152.41144,0.8105676
cg07054788,161.19196,cg03891644,116.87529,-0.79292876
